Question,Correct Answer,Wrong Answer 1,Wrong Answer 2,Wrong Answer 3
Can modules have cyclic dependencies?,No,Yes,Only with transitive,Only automatic
What is the module graph?,Dependency graph of modules,Module hierarchy,Package structure,Class diagram
Which tool shows module graph?,java --show-module-resolution,jdeps --module-graph,javac --graph,jmod --graph
What happens if required module is missing?,Module resolution error,Compilation warning,Runtime error,Loads anyway
Can you export the same package to multiple modules?,Yes (list all modules),No,Only two,Only with exports all
Can you export subpackages?,No (must export each explicitly),Yes (automatic),Only public,With wildcard
Does exporting package export subpackages?,No,Yes,Only public,Automatically
What visibility is needed for exported classes?,public,Any,protected,package-private
Can you access package-private from another module?,No,Yes,If exported,If opened
Can reflection access private fields in exported package?,No (unless opened),Yes,Always,If public
Can reflection access private fields in opened package?,Yes,No,Only public,Only protected
What does opens...to do?,Opens package to specific modules,Opens to all,Exports package,Requires module
Can a module be both open and have exports?,No (open modules cannot export),Yes,Only qualified exports,Only in Java 17
Must service provider implement service interface?,Yes,No,Only extend,Only public
Can service interface be a class?,Yes (but typically interface),No,Only abstract,Only final
Can provides use inner class?,Yes,No,Only static inner,Only public
What package must be accessible for uses?,The service interface package,Implementation package,Both,Neither
What package must be accessible for provides?,Implementation can be encapsulated,Must be exported,Must be opened,Must be public
How do you load services?,ServiceLoader.load(),Service.load(),Module.loadService(),Class.forName()
What does ServiceLoader.load() return?,ServiceLoader<S> (Iterable),List<S>,Set<S>,S instance
Is ServiceLoader lazy?,Yes,No,Only in Java 17,Only for automatic modules
Can you have multiple providers for same service?,Yes,No,Only two,Only in same module
Can service be in java.base?,Yes,No,Only platform services,Only custom services
What happens if no provider for uses?,No error (ServiceLoader is empty),Compile error,Runtime error,Module resolution error
What happens if provides without uses?,Valid (other modules may use),Compile error,Runtime error,Warning
Can automatic module use services?,Yes,No,Only provides,Only uses
Can unnamed module use services?,Yes,No,Only ServiceLoader,Only if exported
Are services loaded automatically?,No (must use ServiceLoader),Yes,Only with uses,Only with provides
What method iterates ServiceLoader?,iterator() or forEach(),load(),get(),stream()
Can ServiceLoader be reloaded?,Yes (with reload()),No,Only once,Automatic
What does ServiceLoader.stream() return?,Stream<Provider<S>>,Stream<S>,List<S>,ServiceLoader<S>
When was stream() added to ServiceLoader?,Java 9,Java 8,Java 11,Java 17
What is a service provider method?,Static provider() method,Constructor,Factory method,Instance method
Can provider method return subtype?,Yes,No,Only exact type,Only interface
What must provider method be?,public static,public,static,Any visibility
Does provider method need no-arg constructor?,No (alternative to constructor),Yes,Sometimes,Only if no provider method
What is the benefit of services?,Loose coupling and extensibility,Performance,Security,Simplicity
Can you override service at runtime?,Yes (module path order),No,Only with flag,Only classpath
What determines service priority?,Module path order or custom logic,Alphabetical,Random,First found
Can modules in different JARs have same name?,No (module name must be unique),Yes,Only different versions,Only automatic
What is module version?,Optional metadata,Required,Automatic,From JAR
Where is module version specified?,In module descriptor or MANIFEST,Only MANIFEST,Only module-info,Automatic
Does JPMS enforce version constraints?,No,Yes,Only major versions,Only in Java 17
What is --limit-modules?,Limits observable modules,Limits module size,Limits dependencies,Limits exports
What does --patch-module do?,Replaces module content,Updates module,Patches JAR,Fixes errors
When would you use --patch-module?,Testing or overriding module content,Always,Never,Only automatic
Can you patch java.base?,Yes,No,Only in development,Only with flag
What is a service consumer?,Module with uses directive,Service implementation,Module providing service,Service interface
What is a service provider?,Module with provides directive,Module using service,Service interface,Service consumer
