Question,Correct Answer,Wrong Answer 1,Wrong Answer 2,Wrong Answer 3
"What happens with interrupt()?
Thread t = new Thread(() -> {
    try { Thread.sleep(10000); }
    catch (InterruptedException e) { System.out.println(""Interrupted""); }
});
t.start();
t.interrupt();",Interrupted printed,Thread continues sleeping,Compilation error,Thread stops immediately
"What is the result?
ExecutorService executor = Executors.newFixedThreadPool(2);
Future<Integer> f1 = executor.submit(() -> 5);
Future<Integer> f2 = executor.submit(() -> 10);
System.out.println(f1.get() + f2.get());",15,510,Compilation error,5
"What is the output?
Callable<String> task = () -> {
    Thread.sleep(100);
    return ""Done"";
};
Future<String> future = executor.submit(task);
System.out.println(future.get());",Done,Compilation error,null,100
"Which method cancels a Future?",cancel(boolean),stop(),terminate(),abort()
"What happens with awaitTermination()?
executor.shutdown();
executor.awaitTermination(1, TimeUnit.SECONDS);",Waits up to 1 second for tasks to complete,Immediately terminates,Compilation error,Waits forever
"What is the result?
Thread t = new Thread(() -> System.out.println(""Task""));
System.out.println(t.getState());",NEW,RUNNABLE,RUNNING,Compilation error
"What is the output?
ExecutorService executor = Executors.newFixedThreadPool(1);
executor.submit(() -> System.out.println(""A""));
executor.submit(() -> System.out.println(""B""));
executor.shutdown();",A and B printed,Only A printed,Compilation error,Neither printed
"Which interface extends Executor?",ExecutorService,Callable,Runnable,Future
"What happens with isShutdown()?
ExecutorService executor = Executors.newSingleThreadExecutor();
executor.shutdown();
System.out.println(executor.isShutdown());",true,false,Compilation error,null
"What is the result?
Runnable r = () -> System.out.println(""Test"");
Thread t = new Thread(r);
r.run();",Test (in current thread),Test (in new thread),Compilation error,Nothing printed
"What is the output?
CompletableFuture<String> future = CompletableFuture.supplyAsync(() -> ""Hello"");
System.out.println(future.get());",Hello,Compilation error,null,CompletionException
"Which executor schedules tasks with delays?",ScheduledExecutorService,ExecutorService,CachedThreadPool,FixedThreadPool
"What happens with invokeAll()?
List<Callable<Integer>> tasks = List.of(() -> 1, () -> 2, () -> 3);
List<Future<Integer>> futures = executor.invokeAll(tasks);",All tasks executed and Futures returned,Compilation error,Only first task executed,Returns List<Integer>
"What is the result?
AtomicInteger count = new AtomicInteger(0);
count.incrementAndGet();
System.out.println(count.get());",1,0,Compilation error,2
"What is the output?
CountDownLatch latch = new CountDownLatch(2);
latch.countDown();
latch.countDown();
latch.await();",Continues execution (latch released),Waits forever,Compilation error,IllegalStateException
"Which method blocks until result is available?",Future.get(),Future.isDone(),Future.cancel(),Future.isCancelled()
"What happens with daemon threads?
Thread t = new Thread(() -> System.out.println(""Task""));
t.setDaemon(true);
t.start();",JVM can exit without waiting for daemon thread,Must wait for thread,Compilation error,Cannot set daemon after start
"What is the result?
CyclicBarrier barrier = new CyclicBarrier(2);
barrier.await();",Waits for second thread,Continues immediately,Compilation error,IllegalStateException
"What is the output?
Thread t = new Thread(() -> System.out.println(""Task""));
t.start();
t.join();",Task printed and main waits,Compilation error,Task not printed,InterruptedException
"Which class provides lock-free atomic operations?",AtomicInteger,Integer,Thread,Executor
"What happens with invokeAny()?
List<Callable<String>> tasks = List.of(() -> ""A"", () -> ""B"");
String result = executor.invokeAny(tasks);",Returns result of first completed task,Returns all results,Compilation error,Waits for all tasks
"What is the result?
Semaphore semaphore = new Semaphore(1);
semaphore.acquire();
semaphore.release();",Permit acquired and released,Compilation error,InterruptedException always,Deadlock
"What is the output?
ExecutorService executor = Executors.newWorkStealingPool();
executor.submit(() -> System.out.println(""Task""));
executor.shutdown();",Task printed,Compilation error,Not supported,Nothing printed
