Question,Correct Answer,Wrong Answer 1,Wrong Answer 2,Wrong Answer 3
Is Hashtable thread-safe?,Yes (but legacy),No,Only in Java 17,Deprecated
Is Vector thread-safe?,Yes (but legacy),No,Better than ArrayList,Recommended for concurrent
Is Collections.synchronizedList thread-safe?,Yes,No,Only reads,Only writes
What does CopyOnWriteArrayList do on modification?,Creates new array copy,Locks array,Uses atomic operations,Throws exception
Is CopyOnWriteArrayList good for frequent writes?,No,Yes,Better than ArrayList,Same performance
Is CopyOnWriteArrayList good for many reads?,Yes,No,Worse than ArrayList,Same as ArrayList
Are iterators on CopyOnWriteArrayList fail-fast?,No (snapshot iterators),Yes,Sometimes,Only on modification
Can CopyOnWriteArrayList throw ConcurrentModificationException?,No,Yes,Sometimes,Only during iteration
What does ConcurrentHashMap use for thread safety?,Lock striping/CAS,Single lock,Synchronization,No locking
Can ConcurrentHashMap have null keys?,No,Yes,Only values,Both keys and values
Can ConcurrentHashMap have null values?,No,Yes,Only keys,Both keys and values
Is size() in ConcurrentHashMap exact?,No (approximate),Yes (exact),Only when locked,Only when empty
Are atomic operations available on ConcurrentHashMap?,Yes,No,Only in Java 17,Only for reads
Which method atomically puts if absent?,putIfAbsent(),put(),computeIfAbsent(),Both A and C
Which method atomically computes if absent?,computeIfAbsent(),putIfAbsent(),compute(),getOrDefault()
Which method atomically computes new value?,compute(),computeIfAbsent(),computeIfPresent(),put()
Which method atomically updates existing value?,computeIfPresent(),compute(),computeIfAbsent(),replace()
Which method atomically merges values?,merge(),compute(),combine(),join()
Does ConcurrentHashMap support bulk operations?,Yes,No,Only in Java 17,Only for primitives
Which bulk operation applies to all entries?,forEach(),forEachKey(),forEachValue(),All of above
What is the parallelism threshold in bulk operations?,Minimum size for parallel,Maximum size,Thread count,Batch size
Can you modify ConcurrentHashMap during iteration?,Yes,No,Only additions,Only removals
Are Stream operations on ConcurrentHashMap thread-safe?,No (need external sync),Yes,Only parallel streams,Only sequential streams
Which queue is thread-safe?,ConcurrentLinkedQueue,LinkedList,ArrayDeque,PriorityQueue
Which queue is blocking?,LinkedBlockingQueue,ConcurrentLinkedQueue,ArrayDeque,PriorityQueue
What does a blocking queue do when full?,Blocks until space available,Throws exception,Returns false,Grows automatically
What does BlockingQueue.put() do when full?,Blocks,Throws exception,Returns false,Overwrites
What does BlockingQueue.offer() do when full?,Returns false,Blocks,Throws exception,Overwrites
What does BlockingQueue.take() do when empty?,Blocks,Throws exception,Returns null,Returns empty
What does BlockingQueue.poll() do when empty?,Returns null,Blocks,Throws exception,Returns empty
Which queue is bounded?,ArrayBlockingQueue,LinkedBlockingQueue (can be),Both A and B,Neither
Which queue is unbounded?,LinkedBlockingQueue (default),ArrayBlockingQueue,DelayQueue,Both A and C
What is LinkedBlockingQueue default capacity?,Integer.MAX_VALUE,100,1000,Unlimited
Which queue orders by delay?,DelayQueue,PriorityBlockingQueue,LinkedBlockingQueue,ArrayBlockingQueue
Which queue is priority-based?,PriorityBlockingQueue,DelayQueue,ArrayBlockingQueue,LinkedBlockingQueue
Which queue is LIFO?,LinkedBlockingDeque,LinkedBlockingQueue,ArrayBlockingQueue,PriorityBlockingQueue
Can BlockingDeque work as both stack and queue?,Yes,No,Only as stack,Only as queue
Which method transfers without storing?,SynchronousQueue.transfer(),put(),offer(),add()
What is SynchronousQueue capacity?,0,1,10,Unlimited
Is ConcurrentSkipListMap sorted?,Yes,No,Only with comparator,Only TreeMap
Is ConcurrentSkipListSet sorted?,Yes,No,Only with comparator,Only TreeSet
What algorithm does ConcurrentSkipListMap use?,Skip list,Red-black tree,Hash table,B-tree
Are ConcurrentSkipList collections thread-safe?,Yes,No,Only reads,Only writes
Can you use non-thread-safe collections in parallel streams?,Not recommended,Yes (safe),Always safe,Never safe
Should you synchronize parallel stream operations?,No (defeats purpose),Yes (required),Sometimes,Only terminal operations
Are lambdas in parallel streams executed concurrently?,Yes,No,Only map(),Only filter()
Can race conditions occur in parallel streams?,Yes (with shared state),No,Only with reduce(),Only with collect()
What causes race conditions in parallel streams?,Shared mutable state,Immutable objects,Pure functions,Stateless operations,
Should you modify external variables in parallel streams?,No,Yes,Only atomic,Only synchronized
Are local variables safe in parallel stream operations?,Yes,No,Only final,Only primitive
Can you use AtomicInteger in parallel streams?,Yes (but not recommended),No,Required,Best practice
What is the impact of boxing in parallel streams?,Reduces performance,Improves performance,No impact,Only in sequential
Should you use parallel streams for I/O operations?,No,Yes,Always,Better than sequential
Are parallel streams good for database queries?,No,Yes,Always,Better than sequential
Can parallel streams cause deadlock?,Yes (with locks/synchronized),No,Always,Never
What happens if exception occurs in parallel stream?,Stream stops with exception,Continues processing,Catches automatically,Only that thread stops
Are exceptions in parallel streams deterministic?,No,Yes,Sometimes,Only checked exceptions
Can you use try-catch in parallel stream operations?,Yes,No,Only terminal,Only intermediate
