Question,Correct Answer,Wrong Answer 1,Wrong Answer 2,Wrong Answer 3
Which concurrency mode allows updates through ResultSet?,CONCUR_UPDATABLE,CONCUR_READ_ONLY,CONCUR_EDITABLE,CONCUR_MODIFIABLE
Which concurrency mode is read-only?,CONCUR_READ_ONLY,CONCUR_UPDATABLE,CONCUR_LOCKED,CONCUR_FIXED
How do you update a String column in updatable ResultSet?,updateString(column, value),setString(column, value),changeString(column, value),modifyString(column, value)
Which method applies row updates in ResultSet?,updateRow(),saveRow(),commitRow(),applyRow()
Which method cancels row updates in ResultSet?,cancelRowUpdates(),undoRow(),revertRow(),discardRow()
Which method deletes current row in ResultSet?,deleteRow(),removeRow(),eraseRow(),dropRow()
Which method inserts a new row in ResultSet?,insertRow(),addRow(),createRow(),newRow()
Which method moves to insert row position?,moveToInsertRow(),gotoInsertRow(),toInsertRow(),insertPosition()
Which method returns to current row from insert row?,moveToCurrentRow(),returnToCurrentRow(),backToCurrentRow(),exitInsertRow()
Can you update primary key columns in ResultSet?,Usually no,Yes,Always,Never
"What does Class.forName(""driver.class.name"") do?",Loads JDBC driver class,Creates connection,Registers driver,Opens database
Is Class.forName() required in JDBC 4.0+?,No (auto-loading),Yes,Always,Sometimes
Which method checks if Connection is closed?,isClosed(),closed(),checkClosed(),isOpen()
Which method checks if Connection is valid?,isValid(timeout),checkValid(),validate(),ping()
