Question,Correct Answer,Wrong Answer 1,Wrong Answer 2,Wrong Answer 3
"What happens with groupingBy with downstream?
List<String> list = List.of(""A"", ""BB"", ""CCC"", ""DD"");
Map<Integer, String> map = list.stream()
    .collect(Collectors.groupingBy(
        String::length,
        Collectors.joining("","")
    ));
System.out.println(map.get(2));","BB,DD",BB,"[BB, DD]",Compilation error
"What is the result?
List<Integer> list = List.of(2, 4, 6, 8);
boolean allEven = list.stream()
    .reduce(true, (a, b) -> a && b % 2 == 0, (a, b) -> a && b);
System.out.println(allEven);",true,false,Compilation error,0
"What is the output?
Stream<String> s1 = Stream.of(""A"");
Stream<String> s2 = Stream.of(""B"");
Stream<String> s3 = Stream.of(""C"");
Stream.concat(Stream.concat(s1, s2), s3)
    .forEach(System.out::print);",ABC,A,Compilation error,AB
"What happens with partitioningBy downstream?
List<Integer> list = List.of(1, 2, 3, 4, 5);
Map<Boolean, Long> map = list.stream()
    .collect(Collectors.partitioningBy(n -> n % 2 == 0, Collectors.counting()));
System.out.println(map.get(true));",2,3,5,Compilation error
"What is the result?
List<String> list = List.of(""Java"", ""Python"", ""C"");
int totalLength = list.stream()
    .mapToInt(String::length)
    .reduce(0, (a, b) -> a + b);
System.out.println(totalLength);",10,JavaPythonC,0,Compilation error
"What is the output?
List<List<String>> list = List.of(
    List.of(""A"", ""B""),
    List.of(""C"")
);
long count = list.stream()
    .flatMap(Collection::stream)
    .count();
System.out.println(count);",3,2,1,Compilation error
"What happens with parallel reduce?
List<String> list = List.of(""A"", ""B"", ""C"");
String result = list.parallelStream()
    .reduce("""", (a, b) -> a + b);
System.out.println(result);",ABC or any permutation,ABC only,"""",Compilation error
"What is the result?
Stream<Integer> s1 = Stream.of(1, 2, 3);
Stream<Integer> s2 = Stream.of(4, 5, 6);
Stream.concat(s1, s2)
    .filter(n -> n % 2 == 0)
    .forEach(System.out::print);",246,135,123456,Compilation error
"What is the output?
List<String> list = List.of(""One"", ""Two"", ""Three"", ""Four"");
Map<Boolean, List<String>> map = list.stream()
    .collect(Collectors.partitioningBy(s -> s.length() > 3));
System.out.println(map.get(true));","[Three, Four]","[One, Two]","[One, Two, Three, Four]",Compilation error
"What happens with collect() and reduce()?
List<Integer> list = List.of(1, 2, 3);
Integer sum = list.stream()
    .collect(Collectors.reducing(0, (a, b) -> a + b));
System.out.println(sum);",6,123,0,Compilation error
"What is the result?
List<Integer> list = List.of(10, 20, 30, 40);
Optional<Integer> min = list.stream()
    .reduce(Integer::min);
System.out.println(min.get());",10,40,0,Optional[10]
"What is the output?
List<String> list = List.of(""a"", ""bb"", ""ccc"");
Map<Integer, Integer> map = list.stream()
    .collect(Collectors.groupingBy(
        String::length,
        Collectors.summingInt(String::length)
    ));
System.out.println(map.get(3));",3,1,9,Compilation error
"What happens with sequential()?
List<Integer> list = List.of(1, 2, 3);
int sum = list.parallelStream()
    .sequential()
    .reduce(0, (a, b) -> a + b);
System.out.println(sum);",6,Result may vary,0,Compilation error
"What is the result?
Stream<Integer> s1 = Stream.of(5, 10);
Stream<Integer> s2 = Stream.of(15, 20);
int sum = Stream.concat(s1, s2)
    .mapToInt(Integer::intValue)
    .sum();
System.out.println(sum);",50,5101520,0,Compilation error
"What is the output?
List<Integer> list = List.of(1, 2, 3, 4, 5);
Map<Boolean, Long> map = list.stream()
    .collect(Collectors.partitioningBy(
        n -> n > 2,
        Collectors.counting()
    ));
System.out.println(map.get(false));",2,3,5,Compilation error
"What happens with flatMap on empty streams?
List<List<Integer>> list = List.of(List.of(), List.of(1), List.of());
list.stream()
    .flatMap(Collection::stream)
    .forEach(System.out::print);",1,Nothing printed,Compilation error,0
"What is the result?
List<String> list = List.of(""Apple"", ""Banana"", ""Apricot"");
Map<Character, Long> map = list.stream()
    .collect(Collectors.groupingBy(
        s -> s.charAt(0),
        Collectors.counting()
    ));
System.out.println(map.get('A'));",2,3,1,Compilation error
"What is the output?
IntStream s1 = IntStream.range(1, 3);
IntStream s2 = IntStream.range(3, 5);
IntStream.concat(s1, s2)
    .sum();",10,1234,6,Compilation error
"What happens with multiple concat?
Stream<String> result = Stream.concat(
    Stream.concat(Stream.of(""A""), Stream.of(""B"")),
    Stream.concat(Stream.of(""C""), Stream.of(""D""))
);
result.forEach(System.out::print);",ABCD,AB,CD,Compilation error
"What is the result?
List<Integer> list = List.of(1, 2, 3, 4);
int result = list.parallelStream()
    .reduce(10, (a, b) -> a + b);
System.out.println(result);",50 (10+1+10+2+10+3+10+4),20,10,60
"What is the output?
List<String> list = List.of(""Dog"", ""Cat"", ""Deer"", ""Cow"");
Map<Integer, List<String>> map = list.stream()
    .collect(Collectors.groupingBy(
        String::length,
        TreeMap::new,
        Collectors.toList()
    ));
System.out.println(map.getClass().getSimpleName());",TreeMap,HashMap,Map,Compilation error
"What happens with reducing collector?
List<String> list = List.of(""A"", ""B"", ""C"");
Optional<String> result = list.stream()
    .collect(Collectors.reducing((a, b) -> a + b));
System.out.println(result.get());",ABC,Optional[ABC],"""",Compilation error
"What is the result?
Stream<String> s1 = Stream.of(""1"", ""2"", ""3"");
Stream<String> s2 = Stream.of(""4"", ""5"", ""6"");
Stream.concat(s1, s2)
    .mapToInt(Integer::parseInt)
    .average()
    .ifPresent(System.out::println);",3.5,21,3,Compilation error
"What is the output?
List<Integer> list = List.of(10, 20, 30);
Map<Boolean, Integer> map = list.stream()
    .collect(Collectors.partitioningBy(
        n -> n > 15,
        Collectors.reducing(0, (a, b) -> a + b)
    ));
System.out.println(map.get(true));",50,10,60,Compilation error
"What happens with collect() to Set?
Stream<Integer> s1 = Stream.of(1, 2, 3);
Stream<Integer> s2 = Stream.of(3, 4, 5);
Set<Integer> set = Stream.concat(s1, s2)
    .collect(Collectors.toSet());
System.out.println(set.size());",5,6,3,Compilation error
"What is the result?
List<List<Integer>> list = List.of(
    List.of(1, 2, 3),
    List.of(4, 5),
    List.of(6)
);
int sum = list.stream()
    .flatMapToInt(l -> l.stream().mapToInt(i -> i))
    .sum();
System.out.println(sum);",21,123456,6,Compilation error
"What is the output?
List<String> list = List.of(""AA"", ""BBB"", ""C"", ""DD"");
Map<Boolean, List<String>> map = list.stream()
    .collect(Collectors.partitioningBy(s -> s.length() <= 2));
System.out.println(map.get(true).size());",3,1,2,4
