Question,Correct Answer,Wrong Answer 1,Wrong Answer 2,Wrong Answer 3
What is top-down migration?,Migrate application first using automatic modules,Migrate dependencies first,Start from bottom,Migrate all together
When is top-down migration useful?,Dependencies are not modularized,All modularized,Simple applications,Never
When is bottom-up migration preferred?,You control all dependencies,Using third-party libraries,Complex applications,Always
What happens to classpath code?,Becomes unnamed module,Compilation error,Ignored,Becomes automatic
Can you gradually migrate to modules?,Yes,No,Only all at once,Only in Java 17
Can modules depend on classpath?,No directly (unnamed module),Yes,Only automatic,With flag
Can classpath depend on modules?,Yes (unnamed reads all),No,Only platform,With flag
What allows gradual migration?,Automatic modules,Unnamed module,Both A and B,Neither
What is a bridge between classpath and modules?,Automatic modules,Unnamed module,Platform modules,Bridge pattern
Which migration uses automatic modules?,Top-down,Bottom-up,Both,Neither
What do you convert first in bottom-up?,Libraries/dependencies,Application code,All together,Platform modules
What do you convert first in top-down?,Application code,Libraries/dependencies,All together,Platform modules
How do you make non-modular JAR automatic?,Place on module path,Add module-info,Update manifest,Use jmod
Can automatic module require named modules?,No (reads all automatically),Yes,Only platform,With requires
Can named module require automatic module?,Yes,No,Only transitive,Only static
What issue can occur with automatic modules?,Unreliable module names,Performance issues,Security issues,Compilation errors
Why add Automatic-Module-Name?,Ensures stable module name,Required by spec,Performance,Security
What if automatic module name changes?,Breaks dependents,No impact,Warning only,Runtime error
Can you export packages from unnamed module?,No,Yes,Only public,With manifest
Can you export packages from automatic module?,Yes (all packages),No,Only specified,Only public
Do automatic modules have strong encapsulation?,No,Yes,Partial,Only exports
What command shows module dependencies?,jdeps,jlink,jar,javac
What does jdeps analyze?,Dependencies between classes/modules,Module structure,Performance,Memory
What option generates module-info with jdeps?,--generate-module-info,--create-module,-g,--module-info
Can jdeps analyze non-modular code?,Yes,No,Only JARs,Only classes
What does jdeps --check show?,Module dependencies and issues,File size,Performance,Errors
What is jdeps useful for during migration?,Identifying dependencies for modularization,Compiling code,Running code,Creating JARs
What is module hell?,Dependency conflicts in modules,Too many modules,Large modules,Slow modules
How does JPMS help with classpath hell?,Explicit dependencies and encapsulation,Faster loading,Smaller size,Better performance
Can you have duplicate classes in modules?,No (within module path),Yes,Only automatic,Only unnamed
What happens with duplicate modules?,Module resolution error,Uses first found,Merges them,Warning only
Can you rename module?,No (must create new module),Yes,With flag,In manifest
Can module have multiple versions on module path?,No,Yes,Only with qualifier,In different directories
How do you package resources in modular JAR?,Include in module with packages,Separate JAR,META-INF only,Cannot package
Are resources encapsulated by modules?,Yes (same as packages),No,Only non-exported,Always accessible
Can you access resource from another module?,Only if package is opened or exported,Always,Never,Only with reflection
What method loads module resources?,Module.getResourceAsStream(),ClassLoader.getResource(),Both work,Neither
What is module layer?,Runtime grouping of modules,Module hierarchy,Package layer,Compilation layer
Can you create custom module layers?,Yes,No,Only platform,Only in Java 17
What is the boot layer?,Default module layer,First module,java.base,Application layer
What command shows module resolution?,java --show-module-resolution,jdeps --show,javac --show-modules,jar --show
What does --dry-run do with jlink?,Shows what would be included,Tests execution,Compiles,Creates temporary image
What is a JMOD file?,Module archive format for JDK,Same as JAR,Module descriptor,Compiled module
When are JMOD files used?,Build time with jlink,Runtime,Development,Testing
Can JMOD files be on module path at runtime?,No,Yes,Only platform,Only with flag
What does jmod create do?,Creates JMOD file,Creates module,Compiles code,Extracts JMOD
What can JMOD files contain that JARs cannot?,Native libraries and config files,Classes,Resources,Manifests
What option specifies main class in jar command?,--main-class or -e,--entry,-m,--start
Can you update module-info in existing JAR?,Yes (with jar --update),No,Only recreate,Only at creation
What validates module descriptor?,java and javac,jmod,jlink,jar
What happens if module descriptor is invalid?,Compilation or module resolution error,Warning only,Ignored,Runtime error
Can you have modular and non-modular code together?,Yes (via classpath and module path),No,Only automatic,Only unnamed
What is the module system's main goal?,Strong encapsulation and reliable configuration,Performance,Security,Simplicity
