Question,Correct Answer,Wrong Answer 1,Wrong Answer 2,Wrong Answer 3
"What is the result?
Object obj = ""Java"";
String s = obj;",Compilation error (requires explicit cast),Valid assignment,Runtime error,s = ""Java""
"What happens with pattern matching instanceof?
Object obj = ""Hello"";
if (obj instanceof String s && s.length() > 3) {
    System.out.println(s);
}",Hello,Compilation error,ClassCastException,false
"What is the output?
class Parent {
    void method() throws IOException {}
}
class Child extends Parent {
    void method() throws Exception {}
}",Compilation error (broader exception),Valid override,Runtime error,IOException thrown
"Which is true about non-sealed classes?",Allows unlimited subclassing,Cannot be extended,Must be final,Is same as sealed
"What is the result?
Animal a = new Dog();
Dog d = a;",Compilation error (requires cast),Valid assignment,ClassCastException,d references Dog
"What happens with equals() override?
class Point {
    int x, y;
    public boolean equals(Point p) {
        return x == p.x && y == p.y;
    }
}",Overloads (not overrides) Object.equals(),Correctly overrides equals(),Compilation error,Runtime error
"What is the output?
Object obj = 100;
if (obj instanceof Integer i) {
    System.out.println(i + 50);
}",150,100,Compilation error,ClassCastException
"Which modifier prevents method overriding?",final,static,private,abstract
"What is the result?
sealed class Shape permits Circle {}
final class Circle extends Shape {}
class ColoredCircle extends Circle {}",Compilation error (cannot extend final class),Valid code,Runtime error,ColoredCircle allowed
"What happens with type casting?
Object obj = new Integer(10);
Double d = (Double) obj;",ClassCastException,Valid cast,Compilation error,d = 10.0
"What is the output?
class A {
    public String toString() { return ""ClassA""; }
}
System.out.println(new A());",ClassA,Object reference,Compilation error,null
"Which is true about polymorphism?",Method called determined at runtime,Method called determined at compile time,Only works with interfaces,Requires casting
"What is the result?
abstract class Animal {
    Animal() { System.out.println(""Animal""); }
}
class Dog extends Animal {
    Dog() { System.out.println(""Dog""); }
}
new Dog();",Animal Dog,Dog Animal,Compilation error,Animal
"What happens with instanceof and null?
String s = null;
if (s instanceof String) {
    System.out.println(""String"");
} else {
    System.out.println(""Not String"");
}",Not String,String,NullPointerException,Compilation error
"What is the output?
class Parent {
    void method(int x) { System.out.println(""Parent""); }
}
class Child extends Parent {
    void method(double x) { System.out.println(""Child""); }
}
new Child().method(5);","Parent (overloading, not overriding)",Child,Compilation error,ParentChild
"Which is required for sealed class?",permits clause or subclasses in same file,extends clause,implements clause,abstract modifier
"What is the result?
Object obj = ""Test"";
if (obj instanceof String s) {
    s = s.toUpperCase();
    System.out.println(s);
}",TEST,Test,Compilation error,Cannot modify s
"What happens with super keyword?
class Parent {
    void display() { System.out.println(""Parent""); }
}
class Child extends Parent {
    void display() {
        super.display();
        System.out.println(""Child"");
    }
}
new Child().display();",Parent Child,Child Parent,Parent,Child
"What is the output?
Number n = Integer.valueOf(10);
if (n instanceof Integer i) {
    System.out.println(i.getClass().getSimpleName());
}",Integer,Number,Compilation error,ClassCastException
"Which is true about abstract class constructors?",Can have constructors,Cannot have constructors,Constructors must be abstract,Constructors must be private
"What is the result?
class A {}
class B extends A {}
class C extends B {}
A a = new C();
B b = (B) a;
System.out.println(""Success"");",Success,ClassCastException,Compilation error,Invalid cast
